t,l_0_0,l_0_1,l_0_2,l_1_0,l_1_1,l_1_2,l_dot_0_0,l_dot_0_1,l_dot_0_2,l_dot_1_0,l_dot_1_1,l_dot_1_2
1.250000000000000000e+00,7.397147670341518155e-03,2.506878735587435292e-03,9.095123619489713096e-03,6.411290401865531348e-03,6.851498924790089262e-03,5.952576540885767820e-03,5.069577112210096707e-03,-1.269690000356903927e-03,-3.950669310243523115e-03,-7.469597327654258672e-04,3.816474484820111721e-04,1.803463370474721642e-04
1.260000000000000009e+00,7.448580417952293219e-03,2.494150446147101133e-03,9.054879641629796222e-03,6.404343024131301833e-03,6.854972299733946839e-03,5.954170369592761726e-03,5.230179095251532087e-03,-1.282196332269190230e-03,-4.103742431431314786e-03,-6.439511288274368112e-04,3.158350123105248199e-04,1.385183166152321511e-04
1.270000000000000018e+00,7.501784341692944828e-03,2.481242504343271829e-03,9.013051490466609389e-03,6.398319768027344381e-03,6.857881632590613272e-03,5.955417218083096029e-03,5.418452021539854786e-03,-1.302933680499930103e-03,-4.265078783068591145e-03,-5.629384388413664810e-04,2.687709734918329791e-04,1.115486511348840989e-04
1.280000000000000027e+00,7.556966992203481732e-03,2.468104061769672754e-03,8.969586845006621845e-03,6.392983102565766296e-03,6.860424241361555257e-03,5.956466013081008169e-03,5.611123046791355491e-03,-1.319861079302230879e-03,-4.423648702796541959e-03,-5.109751233925446555e-04,2.434137711225005927e-04,1.032966544590907570e-04
1.290000000000000036e+00,7.614014686409176572e-03,2.454852156403988274e-03,8.924584493481017497e-03,6.388018991598744603e-03,6.862815923820174413e-03,5.957520455714884235e-03,5.785167970233698852e-03,-1.322101455215337002e-03,-4.569473189134808620e-03,-4.907019808192161726e-04,2.394929169500136163e-04,1.144138532552574280e-04
1.300000000000000044e+00,7.672575723485374095e-03,2.441717323008939840e-03,8.878247133416512782e-03,6.383096167315261034e-03,6.865260061585590559e-03,5.958792124864957865e-03,5.921080291146880482e-03,-1.301276093403330508e-03,-4.694685065610978980e-03,-5.009455799659795743e-04,2.543196957597626583e-04,1.430376726895990849e-04
1.310000000000000053e+00,7.732238550776085115e-03,2.428935189268369762e-03,8.830789751719277450e-03,6.377927249647193791e-03,6.867934470744493751e-03,5.960431394165601610e-03,6.005365124488131097e-03,-1.251801189674195489e-03,-4.793627523245403560e-03,-5.384389289072671024e-04,2.843954647034262423e-04,1.870302207305080664e-04
1.320000000000000062e+00,7.792470288930085712e-03,2.416792829098928039e-03,8.782478192221615174e-03,6.372253624283935776e-03,6.870983015324435943e-03,5.962573638253954554e-03,6.029111258997554498e-03,-1.170670600050213251e-03,-4.863112485629609606e-03,-5.974049804206071684e-04,3.246880610469195325e-04,2.427955886948810057e-04
1.330000000000000071e+00,7.852653979447895422e-03,2.405603088780284855e-03,8.733605013283214993e-03,6.365915384994990517e-03,6.874463466650987745e-03,5.965307937512897597e-03,5.992025955961127748e-03,-1.059600132193462291e-03,-4.904368970930157549e-03,-6.696238334215106735e-04,3.690046859402837192e-04,3.049524427524410910e-04
1.340000000000000080e+00,7.912178374485752050e-03,2.395658523092875167e-03,8.684447097053023257e-03,6.358848690764737355e-03,6.878359480891460022e-03,5.968669814030600970e-03,5.900941476426306218e-03,-9.238573891796242245e-04,-4.921840876678330000e-03,-7.458502177422438820e-04,4.111527441965581882e-04,3.674817471694025346e-04
1.350000000000000089e+00,7.970556639644389707e-03,2.387172436974942680e-03,8.635215833353155485e-03,6.351037461140560982e-03,6.882642827945478249e-03,5.972638897860793258e-03,5.765313477742814267e-03,-7.692678075744258624e-04,-4.920257616380259262e-03,-8.178156052965467743e-04,4.461811238312805459e-04,4.259047240691423786e-04
1.360000000000000098e+00,8.027379679187070585e-03,2.380310568158391926e-03,8.586083362778234099e-03,6.342537887068618735e-03,6.887240032296596155e-03,5.977158055120939707e-03,5.598206411264163018e-03,-6.033330975054999358e-04,-4.906162665921805048e-03,-8.777388896591684694e-04,4.694991157319994626e-04,4.760151432517862897e-04
1.370000000000000107e+00,8.082434995619201118e-03,2.375132654663265723e-03,8.537124946361569072e-03,6.333509817824706581e-03,6.892010373081907879e-03,5.982127128672490475e-03,5.415774056336423309e-03,-4.346955691052029839e-04,-4.887456104903915508e-03,-9.202514955618188710e-04,4.784569564008054905e-04,5.147288364500296779e-04
1.380000000000000115e+00,8.135706180930107195e-03,2.371598050924743090e-03,8.488321316495356025e-03,6.324179621985098060e-03,6.896772916552559342e-03,5.987421093203321512e-03,5.234611378338493472e-03,-2.717845305543670534e-04,-4.872034155491140710e-03,-9.428332027552724414e-04,4.725600637376322125e-04,5.403617327586748625e-04
1.390000000000000124e+00,8.187256220644869090e-03,2.369623932362309275e-03,8.439618273187130329e-03,6.314737286469746316e-03,6.901395657060446255e-03,5.992905808620302421e-03,5.068374639020226981e-03,-1.211919514813796189e-04,-4.865848511453398605e-03,-9.443087205136892247e-04,4.520963283836745578e-04,5.526396939639914747e-04
1.400000000000000133e+00,8.237228815125296338e-03,2.369085845353412646e-03,8.390927155668729057e-03,6.305381113333268644e-03,6.905753759326370596e-03,5.998436711926268157e-03,4.929991871237446657e-03,1.116890462841458893e-05,-4.874403029033112095e-03,-9.245792120156249173e-04,4.179033342119565717e-04,5.522245465266726900e-04
1.409999999999999920e+00,8.285920395451187859e-03,2.369798468397158082e-03,8.342094753473132396e-03,6.296296534170873170e-03,6.909730666086997403e-03,6.003902380501740556e-03,4.827124795103318600e-03,1.224206501458795530e-04,-4.900753643809932329e-03,-8.867190209453667572e-04,3.727443881169624994e-04,5.412575444165474998e-04
1.419999999999999929e+00,8.333780465501141807e-03,2.371515720920687551e-03,8.292903215849738163e-03,6.287655060049126762e-03,6.913218697899245826e-03,6.009225361133371454e-03,4.762071780029997724e-03,2.127703118957551378e-04,-4.945461155918397071e-03,-8.370004262792570806e-04,3.213243020009417801e-04,5.233668468324152159e-04
1.429999999999999938e+00,8.381209918915418292e-03,2.374028958975138697e-03,8.243163680845008376e-03,6.279550884936830474e-03,6.916166698112279423e-03,6.014367691237409823e-03,4.732619078541494897e-03,2.845189259846897393e-04,-5.006664270010258155e-03,-7.817998664748238707e-04,2.684437249601374312e-04,5.021694903957134130e-04
1.439999999999999947e+00,8.428517423316499863e-03,2.377173831860967049e-03,8.192737759326385039e-03,6.272005903303392790e-03,6.918595285703000794e-03,6.019295256341725651e-03,4.735121457896777908e-03,3.406062296988772399e-04,-5.081466878189747245e-03,-7.260255970190445957e-04,2.177291533559140156e-04,4.812027908724998324e-04
1.449999999999999956e+00,8.476000770757368546e-03,2.380803644219044342e-03,8.141501248776918109e-03,6.265010854128981628e-03,6.920542371509136835e-03,6.024009232525624064e-03,4.762953205877602618e-03,3.854634697750006439e-04,-5.165961593099867993e-03,-6.749035214147754234e-04,1.726175158293841074e-04,4.640110696455397826e-04
1.459999999999999964e+00,8.523846999675914818e-03,2.384845420292185623e-03,8.089390607877184475e-03,6.258493580723643174e-03,6.922075332967013959e-03,6.028567996342154914e-03,4.805836642883234457e-03,4.249730772608789945e-04,-5.254927843756245810e-03,-6.328325361756709753e-04,1.357355798309663631e-04,4.531891328273228718e-04
1.469999999999999973e+00,8.572126625909094744e-03,2.389298921337509960e-03,8.036403468412858103e-03,6.252330392403468613e-03,6.923284457672953390e-03,6.033075837774615029e-03,4.851047887467461323e-03,4.658159525844828225e-04,-5.342339057248377682e-03,-6.031291581116153717e-04,1.088172798599569303e-04,4.502626965416627741e-04
1.479999999999999982e+00,8.620812015327551994e-03,2.394199584333584190e-03,7.982579070301528551e-03,6.246398149307576080e-03,6.924269557611635942e-03,6.037605528758084768e-03,4.889665843031110702e-03,5.124096026955880095e-04,-5.423758203051189455e-03,-5.870145774156858634e-04,9.232818052577599667e-05,4.558792115694820573e-04
1.489999999999999991e+00,8.669831166462985128e-03,2.399603235441501083e-03,7.927980810790992774e-03,6.240548239246995754e-03,6.925153072247611404e-03,6.042233155862240801e-03,4.912501456757818741e-03,5.693223767250007311e-04,-5.494739467178586835e-03,-5.848041423116437723e-04,8.583489560717643893e-05,4.705421762930850653e-04
1.500000000000000000e+00,8.719007809313892784e-03,2.405618108252570095e-03,7.872719025745985449e-03,6.234652184664815806e-03,6.926026871474321583e-03,6.047038918285217203e-03,4.912821824171971496e-03,6.394737276770822137e-04,-5.552417478566330257e-03,-5.951117426296209396e-04,8.780788690728346302e-05,4.933633275905736177e-04
1.510000000000000009e+00,8.768056368757617958e-03,2.412406332503697938e-03,7.816952407734618913e-03,6.228607291127124732e-03,6.926947627302635323e-03,6.052103818420862848e-03,4.886850226874761040e-03,7.238443799492635293e-04,-5.595738165914296465e-03,-6.147324051663896919e-04,9.558919331221785924e-05,5.219599586226847127e-04
1.520000000000000018e+00,8.816691669631636363e-03,2.420119253575808010e-03,7.760832111310706806e-03,6.222353106427537701e-03,6.927941533325029065e-03,6.057478422010290249e-03,4.834260508657923887e-03,8.216024037650484666e-04,-5.625117467350213007e-03,-6.400702865013525519e-04,1.066066748087449498e-04,5.536643213251797244e-04
1.530000000000000027e+00,8.864667194224760960e-03,2.428873870517972607e-03,7.704487880328310563e-03,6.215830399067594388e-03,6.929052721858666372e-03,6.063177498933978657e-03,4.756455845971103644e-03,9.313133342611705197e-04,-5.641371535029695086e-03,-6.673834558447137725e-04,1.182119125209086862e-04,5.864702216392324264e-04
