t,l_0_0,l_0_1,l_0_2,l_1_0,l_1_1,l_1_2,l_dot_0_0,l_dot_0_1,l_dot_0_2,l_dot_1_0,l_dot_1_1,l_dot_1_2
3.800000000000000044e-01,3.202674607041383278e-03,5.853758839008700761e-03,9.464456446375902818e-03,6.987931475553263612e-03,6.021281402049672923e-03,5.735717630082022567e-03,2.783390647275646099e-02,-1.939679521406560865e-03,6.296998482582118195e-03,5.520685357293109163e-03,1.675719957149487266e-02,1.017971345027009200e-02
3.900000000000000133e-01,3.453615034331742033e-03,5.834003571120728766e-03,9.523931127128739196e-03,7.018821444543065294e-03,6.180963919098781713e-03,5.837899535273098107e-03,2.217052589275954333e-02,-1.940670675963830291e-03,5.699135283156337925e-03,7.367775807509441711e-04,1.513970496616518294e-02,1.020906143108122818e-02
4.000000000000000222e-01,3.643638462087700827e-03,5.816086251963690189e-03,9.580184951808812591e-03,7.004790628340661941e-03,6.323407107905909541e-03,5.938962976220575618e-03,1.576854922762695177e-02,-1.580595316495782233e-03,5.645264413453238324e-03,-3.391375901102592141e-03,1.333147920837620889e-02,9.964137893373647276e-03
4.100000000000000311e-01,3.768871886034681849e-03,5.803575101070156637e-03,9.638740731728967157e-03,6.954886076055397624e-03,6.447481781502465738e-03,6.036472101362312832e-03,9.326732123775140215e-03,-8.701945913248819876e-04,6.158344194991269283e-03,-6.357415331799947701e-03,1.148447588599708045e-02,9.502263681728153472e-03
4.199999999999999845e-01,3.831411568008602671e-03,5.799214775968185992e-03,9.704384195691291223e-03,6.881895676859474571e-03,6.552748992828765981e-03,6.127995685934874669e-03,3.267720942571003886e-03,-2.473287102595402021e-06,6.983373495946698824e-03,-8.032252936437682747e-03,9.532076577293066219e-03,8.733984700515742827e-03
4.299999999999999933e-01,3.836642090560514733e-03,5.803025689099107487e-03,9.778052149967316961e-03,6.798148696489205237e-03,6.637297182106400607e-03,6.209701582585655695e-03,-2.065505607937688504e-03,7.132849560246511643e-04,7.699234599814113421e-03,-8.541548642966500723e-03,7.332969563693691496e-03,7.532796274194776716e-03
4.400000000000000022e-01,3.793708600155993281e-03,5.811770204709359663e-03,9.856400712757026547e-03,6.713891367077295252e-03,6.698225937300014872e-03,6.276971916987171204e-03,-6.302334802906535242e-03,9.181695965243433059e-04,7.830504765848072743e-03,-8.195721411228719042e-03,4.787306511349885899e-03,5.834699844413340081e-03
4.500000000000000111e-01,3.715174179706830920e-03,5.818983958720038915e-03,9.931826826411705930e-03,6.636058523296217357e-03,6.732012429805747308e-03,6.324944063080661233e-03,-9.166886681571553494e-03,4.016202771122774542e-04,7.109627682830825177e-03,-7.297714378505697555e-03,1.928043674960472006e-03,3.697783966803448556e-03
4.600000000000000200e-01,3.615224472449587480e-03,5.817367246873680724e-03,9.995743539934551572e-03,6.569012944505823320e-03,6.736221277020598003e-03,6.349968655569125132e-03,-1.059079751942779840e-02,-8.239063469512403160e-04,5.564553362699176109e-03,-6.067448008269625027e-03,-1.084851603675343178e-03,1.285138501173846686e-03
4.700000000000000289e-01,3.507656763731787936e-03,5.800865382289917271e-03,1.004135491148534787e-02,6.515404811174705345e-03,6.710648651978137758e-03,6.350497257322325860e-03,-1.071920793791314094e-02,-2.542022633864059016e-03,3.485333774488774076e-03,-4.621923951865208186e-03,-4.001257117600583169e-03,-1.175206646483003669e-03
4.799999999999999822e-01,3.404338499234925344e-03,5.766040200034626938e-03,1.006523412003662230e-02,6.477294283408974000e-03,6.657568949919897942e-03,6.327171092967585377e-03,-9.793536284385361002e-03,-4.410022788803396286e-03,1.336744787917243556e-03,-2.959877330762371132e-03,-6.507973489845689415e-03,-3.425849671674255185e-03
4.899999999999999911e-01,3.314578010486696896e-03,5.713149628298738389e-03,1.006919066422908883e-02,6.456934964198831998e-03,6.582743448005976342e-03,6.283398186488865951e-03,-8.025733457543997654e-03,-6.117455948641901953e-03,-4.468760096144053229e-04,-1.068420878259083995e-03,-8.311311794352176097e-03,-5.234224379180009434e-03
5.000000000000000000e-01,3.246359600588228332e-03,5.644841131172700574e-03,1.005846980164261557e-02,6.456548406858098749e-03,6.494504088772980188e-03,6.224597729250583647e-03,-5.488388532423123245e-03,-7.493167185271229144e-03,-1.598663305991520917e-03,1.005034526767731133e-03,-9.177729330359332693e-03,-6.418012048676642427e-03
5.100000000000000089e-01,3.207290877342624125e-03,5.564394029982141186e-03,1.003933283269503075e-02,6.477007891136503902e-03,6.402583749734801905e-03,6.157397817013681753e-03,-2.225113771506284990e-03,-8.533881924417374351e-03,-2.116928485473086770e-03,3.058983420916720243e-03,-9.030433278487551632e-03,-6.894777044592638113e-03
5.200000000000000178e-01,3.203660034556924264e-03,5.474966577027248413e-03,1.001743935243812854e-02,6.516607539523307756e-03,6.316773861547524647e-03,6.088852387848149063e-03,1.580910527503854007e-03,-9.334756860249416449e-03,-2.232211337844729193e-03,4.756560821109694949e-03,-8.002847505122119912e-03,-6.711730672858687990e-03
5.300000000000000266e-01,3.239319403461073631e-03,5.378465641277931607e-03,9.995380455789470292e-03,6.569972769982980465e-03,6.244695239711450102e-03,6.025003207686121035e-03,5.530160436963745679e-03,-9.927635417490154185e-03,-2.157280217189521277e-03,5.792906407140954207e-03,-6.329409376710220560e-03,-5.980278695085629141e-03
5.400000000000000355e-01,3.313062495512030577e-03,5.277139643653546396e-03,9.974417171159797452e-03,6.629597212951423950e-03,6.191370188126618310e-03,5.970540556582642697e-03,9.081555471054499062e-03,-1.026580836567114047e-02,-2.005681329043035050e-03,6.001877531264008560e-03,-4.295709411648533822e-03,-4.858725445219607211e-03
5.500000000000000444e-01,3.417967131733167831e-03,5.174224181625182613e-03,9.955494776498929888e-03,6.687324128245762667e-03,6.159057585944790851e-03,5.928529708941334547e-03,1.171945282320965495e-02,-1.025563932891338306e-02,-1.769616487602690760e-03,5.405275475625440258e-03,-2.167380290638739205e-03,-3.515034125377896647e-03
5.600000000000000533e-01,3.543486294410827086e-03,5.073592021970559085e-03,9.939800915656372277e-03,6.735812265008987720e-03,6.147897248906427844e-03,5.900624489510371620e-03,1.318099872281015134e-02,-9.788504743179859621e-03,-1.318363739782860318e-03,4.226398470138179389e-03,-7.905828368776762760e-05,-2.055851970503221656e-03
5.700000000000000622e-01,3.677439802745743370e-03,4.979996244107880166e-03,9.930011469915039912e-03,6.770681222915927652e-03,6.156918174209998797e-03,5.887424462693800417e-03,1.339556238126021412e-02,-8.842600830549593449e-03,-5.702227929204186719e-04,2.732390866183299471e-03,1.850756542392081394e-03,-5.924685905488173872e-04
5.799999999999999600e-01,3.807715553760466012e-03,4.898091093162935082e-03,9.929386095984650898e-03,6.790293859145834533e-03,6.184076808431806030e-03,5.888450628455447339e-03,1.247179835950628507e-02,-7.472484919612746787e-03,4.933330808002665303e-04,1.193946722518761817e-03,3.528931820679739786e-03,7.730093100148304960e-04
5.899999999999999689e-01,3.923770056459271321e-03,4.831585670040459968e-03,9.940759739751055951e-03,6.795169963372958873e-03,6.226371752743486976e-03,5.902234692478506087e-03,1.062320926089108976e-02,-5.794680098861783313e-03,1.817464856479556086e-03,-1.631488496333919659e-04,4.869961584433194456e-03,1.943611286295394980e-03
5.999999999999999778e-01,4.018148548568936836e-03,4.782559555486093350e-03,9.966040662093460581e-03,6.788040843263325012e-03,6.280063841182445539e-03,5.926376286234272088e-03,8.167396133077349865e-03,-4.007311148377259644e-03,3.242074071938841773e-03,-1.199962993123569006e-03,5.786189980476417680e-03,2.826472830429015929e-03
6.099999999999999867e-01,4.086428476959642377e-03,4.751062312629343760e-03,1.000529650187017769e-02,6.772538830028953377e-03,6.340528037483216840e-03,5.957604456591615236e-03,5.466527442837598727e-03,-2.323995165070106596e-03,4.578712022257421140e-03,-1.836187364357068147e-03,6.221615044300896069e-03,3.355999874247837453e-03
6.199999999999999956e-01,4.127795109821376027e-03,4.735062914680434644e-03,1.005667405157698209e-02,6.752683483122326642e-03,6.402796935447901093e-03,5.992192247925156451e-03,2.887670683529723441e-03,-9.502496677837269853e-04,5.632713422873159362e-03,-2.058619453019235653e-03,6.158823577454444406e-03,3.501281795988816711e-03
6.300000000000000044e-01,4.145525827316016640e-03,4.730505971063525897e-03,1.011644144227363297e-02,6.732459154747976252e-03,6.462127820572308688e-03,6.026392311223454333e-03,7.522866078421635520e-04,-5.914999378871623522e-05,6.222875900418024103e-03,-1.931809784316710797e-03,5.619810300121447916e-03,3.269227240015583347e-03
6.400000000000000133e-01,4.145126773964499974e-03,4.732027598066065183e-03,1.017935798654785555e-02,6.714963875587171352e-03,6.513954421684428446e-03,6.056549076167826000e-03,-7.208725971298238916e-04,2.688485962806621329e-04,6.266668798463383497e-03,-1.529590867242221121e-03,4.682087686301326240e-03,2.710013817828965839e-03
6.500000000000000222e-01,4.133655475796325918e-03,4.733944887420522829e-03,1.023986439127222772e-02,6.702466431656670283e-03,6.554733117032065549e-03,6.079711861584637632e-03,-1.424220952017522020e-03,2.929273645338741246e-05,5.757248974693603139e-03,-9.472909440380232558e-04,3.456477567679570352e-03,1.902931574388769904e-03
6.600000000000000311e-01,4.118990992703596733e-03,4.730971529219976483e-03,1.029287636315138685e-02,6.696222446392304135e-03,6.582484975140974470e-03,6.094062875018038845e-03,-1.379904386244648617e-03,-7.013682659463829280e-04,4.769608765835173757e-03,-2.944974056796196269e-04,2.078796602775948889e-03,9.502152956090198152e-04
6.700000000000000400e-01,4.108224990808896464e-03,4.718774638645115323e-03,1.033422824330362290e-02,6.696568402250674575e-03,6.596365696806128290e-03,6.098649210711961158e-03,-6.712468390596129306e-04,-1.788180393599234043e-03,3.455644814663867085e-03,3.596052322602874291e-04,7.062141580035583011e-04,-3.169454741963249021e-05
6.800000000000000488e-01,4.107367228617020936e-03,4.694489624235805882e-03,1.036141263859509561e-02,6.703214256375735619e-03,6.597067178415826245e-03,6.093666019093686888e-03,5.693453874207978806e-04,-3.080691955377516233e-03,1.982858054842266248e-03,9.514463293438038538e-04,-5.188209883242008227e-04,-9.347405542891519970e-04
6.900000000000000577e-01,4.120783659641335736e-03,4.656950918241942530e-03,1.037384293305627925e-02,6.715213453033028884e-03,6.586780120737292972e-03,6.080460278078745132e-03,2.170018319394393866e-03,-4.431287086961497798e-03,5.082482272272313781e-04,1.423911508793007869e-03,-1.489550071790600666e-03,-1.674322536215245173e-03
7.000000000000000666e-01,4.151345373930210442e-03,4.606130859069683392e-03,1.037205261465206328e-02,6.731121428920590517e-03,6.568394225549086321e-03,6.060951953902717418e-03,3.961120172800016749e-03,-5.715828060990704729e-03,-8.413001614350035066e-04,1.726255181062095112e-03,-2.133395882962375693e-03,-2.189452515271902988e-03
7.099999999999999645e-01,4.200083724005101819e-03,4.543155077178568334e-03,1.035768914754095667e-02,6.749032212692011000e-03,6.545266981586864846e-03,6.037495168551398894e-03,5.758012833626679691e-03,-6.833090848344571672e-03,-1.976177224295191329e-03,1.816750239237618436e-03,-2.427600257174564440e-03,-2.453941028125935023e-03
7.199999999999999734e-01,4.265945746469795852e-03,4.470231143409602627e-03,1.033335150811967758e-02,6.766720255636792490e-03,6.520854978784676979e-03,6.012625077207945506e-03,7.374400968167741863e-03,-7.708918279177140107e-03,-2.847220935247552279e-03,1.672717575045211966e-03,-2.400659816168332437e-03,-2.478949852917706337e-03
7.299999999999999822e-01,4.346363899999453224e-03,4.390027907809384428e-03,1.030180119843594581e-02,6.781781179958802815e-03,6.498161656202127053e-03,5.988621070872598984e-03,8.648606963415426951e-03,-8.282691087073981717e-03,-3.415254017975309121e-03,1.301436260658110546e-03,-2.096274668783693323e-03,-2.289231262055651129e-03
7.399999999999999911e-01,4.437392191262035795e-03,4.305686615679548551e-03,1.026609298215366319e-02,6.792071983965442331e-03,6.479658334918172308e-03,5.967426926438515813e-03,9.459608796859860641e-03,-8.519017448387844471e-03,-3.663159938773077971e-03,7.399107620033699984e-04,-1.577441650568029308e-03,-1.926785247599728350e-03
7.500000000000000000e-01,4.533935818830072545e-03,4.220683954948926606e-03,1.022947381318697370e-02,6.796122828434932560e-03,6.467056695521631281e-03,5.950458528326415218e-03,9.749151587069557201e-03,-8.419574912085786220e-03,-3.605511412287186208e-03,5.245268486891166903e-05,-9.241700893033453004e-04,-1.450167499647247874e-03
7.600000000000000089e-01,4.630751573460856717e-03,4.138306075513649603e-03,1.019491659292219923e-02,6.793070775057467869e-03,6.461378209424253373e-03,5.938602645061934714e-03,9.524329794026519663e-03,-8.002452607046215555e-03,-3.259619875907335870e-03,-6.728700157153815788e-04,-2.009348075762799890e-04,-9.109953775345506610e-04
7.700000000000000178e-01,4.722871015212127578e-03,4.061561049004500969e-03,1.016512399720446470e-02,6.782843448842632537e-03,6.463056381563738947e-03,5.932270031865324519e-03,8.840890150065399897e-03,-7.311908810618924191e-03,-2.665227569952655431e-03,-1.346412668779827914e-03,5.275900339047072569e-04,-3.625047717132660278e-04
7.800000000000000266e-01,4.806355612971133055e-03,3.992739672261045800e-03,1.014219085915195849e-02,6.766454634538182286e-03,6.471771900990025070e-03,5.931242799009018435e-03,7.809144250986125614e-03,-6.427484646592878000e-03,-1.897820026405257253e-03,-1.895547398051350158e-03,1.196701498574155803e-03,1.421221726315887173e-04
7.900000000000000355e-01,4.878499401200763266e-03,3.933276878232421989e-03,1.012738695311845780e-02,6.745506687715338741e-03,6.486632463456735651e-03,5.934832352270869721e-03,6.568593207051731837e-03,-5.442789138782501077e-03,-1.046422244015785203e-03,-2.266051587157321724e-03,1.752731506201536411e-03,5.585038309867720310e-04
8.000000000000000444e-01,4.937664836232525528e-03,3.883833370889710167e-03,1.012119392537133220e-02,6.721896365652132478e-03,6.506304119614938694e-03,5.941995194547652556e-03,5.273618221679765572e-03,-4.456564885167517073e-03,-2.037950108248092525e-04,-2.420634296072780942e-03,2.154556118001686726e-03,8.527103766248262827e-04
8.100000000000000533e-01,4.984094486735143187e-03,3.843918174002941383e-03,1.012303123710936101e-02,6.697775049063083019e-03,6.529126048463235708e-03,5.951419219484934027e-03,4.073519609634920075e-03,-3.566169235382572484e-03,5.347962508751185652e-04,-2.357598654061311434e-03,2.376198019405704846e-03,1.004789705993912926e-03
8.200000000000000622e-01,5.019734592665294100e-03,3.811988397873163764e-03,1.013131907376561489e-02,6.675296705365821141e-03,6.553235819574605367e-03,5.961635198607533916e-03,3.099494561634113295e-03,-2.856415390238353520e-03,1.084265630059586157e-03,-2.105865145812775216e-03,2.410599837017143778e-03,1.011031449688898007e-03
8.300000000000000711e-01,5.047203590361584377e-03,3.785998525120855274e-03,1.014391523075814858e-02,6.656155007509560219e-03,6.576788168011044391e-03,5.971214773812604133e-03,2.449936566581519329e-03,-2.381870745163275176e-03,1.393734255470144377e-03,-1.700896935244393133e-03,2.272859391877734159e-03,8.841464849155686789e-04
8.399999999999999689e-01,5.069971593852262877e-03,3.763477060305921162e-03,1.015830481782098102e-02,6.641629197584087568e-03,6.598192808212564701e-03,5.978937050084708223e-03,2.178095946091382004e-03,-2.168501999518665513e-03,1.439429111776306409e-03,-1.194845967647839612e-03,1.993068843931161249e-03,6.491698487981558980e-04
8.499999999999999778e-01,5.091940204429282191e-03,3.741820941871244928e-03,1.017188580501239038e-02,6.632388786479595337e-03,6.616310194429856142e-03,5.983948890153595150e-03,2.282331913912450348e-03,-2.207129648568457569e-03,1.232007690838372860e-03,-6.491421319542618751e-04,1.614931457175774240e-03,3.417061150213425999e-04
8.599999999999999867e-01,5.116738265002561577e-03,3.718635790316811209e-03,1.018226207713342386e-02,6.628579606625595137e-03,6.630369222001551363e-03,5.985691950811486417e-03,2.729733594279194243e-03,-2.463050315011060254e-03,8.105121877975089836e-04,-1.180391825482708917e-04,1.191713939835079830e-03,3.636944864649741156e-06
8.699999999999999956e-01,5.147477163269784974e-03,3.691990046774481886e-03,1.018754264056760499e-02,6.629823710366254501e-03,6.640144939834823415e-03,5.984038038345271954e-03,3.452223377763576420e-03,-2.882854657768487046e-03,2.312450520189108117e-04,3.481166741561225134e-04,7.749210980926640128e-04,-3.243092249687868191e-04
8.800000000000000044e-01,5.186350942904151620e-03,3.660653131892378353e-03,1.018657671460866491e-02,6.635209501780805694e-03,6.646002208730233431e-03,5.979330959725959009e-03,4.351103290322805989e-03,-3.399746030892093502e-03,-4.385569386828558304e-04,7.081752474946230100e-04,4.073444195379078000e-04,-6.080514839477032781e-04
8.900000000000000133e-01,5.234671371423227013e-03,3.623948893840483500e-03,1.017875117423021683e-02,6.643528529021057970e-03,6.648593088410859747e-03,5.972137479106632597e-03,5.324399412472857578e-03,-3.946352654213248871e-03,-1.131184092541957526e-03,9.329743947743285044e-04,1.238926356466932797e-04,-8.196623990602207137e-04
9.000000000000000222e-01,5.292762306418272167e-03,3.581825632429100695e-03,1.016407002380568386e-02,6.653358080895673682e-03,6.648831829934196899e-03,5.963235579298432898e-03,6.268316067314133773e-03,-4.459381823480938062e-03,-1.784971380326739500e-03,1.005652700119947802e-03,-5.432562471979871140e-05,-9.416885952282632579e-04
9.100000000000000311e-01,5.359706927880786634e-03,3.534981994937596260e-03,1.014327059123088827e-02,6.663159016829951591e-03,6.647825611941830977e-03,5.953575770496198107e-03,7.086369336719317708e-03,-4.886873965235081010e-03,-2.352342714109675794e-03,9.264864901959395235e-04,-1.259689834916916345e-04,-9.722871405334096266e-04
9.200000000000000400e-01,5.433824629357921973e-03,3.484498871071174328e-03,1.011742502411343454e-02,6.671478595308110750e-03,6.646609292620840256e-03,5.944051035972515440e-03,7.704268739198811763e-03,-5.190200727171304790e-03,-2.798089246377860086e-03,7.096966973557060614e-04,-9.909665806942398708e-05,-9.177137047388780541e-04
9.300000000000000488e-01,5.512909649776783459e-03,3.431710814261133488e-03,1.008782749440727440e-02,6.676998392607372788e-03,6.646123285259359845e-03,5.935467789867141138e-03,8.069275994933183468e-03,-5.341589253569661681e-03,-3.096298652483075748e-03,3.815051114346649629e-04,1.258142240624086537e-05,-7.892700707751821665e-04
9.400000000000000577e-01,5.594349374479004426e-03,3.378162290672493545e-03,1.005597221725418842e-02,6.678813051007316884e-03,6.647080336677961207e-03,5.928451982573589712e-03,8.162201417328920558e-03,-5.334696220795456453e-03,-3.242130010168013318e-03,-2.141868309959397022e-05,1.849388480366738127e-04,-6.074115217562243551e-04
9.500000000000000666e-01,5.675393734704378863e-03,3.325440167176544129e-03,1.002338906708953592e-02,6.676460454449066433e-03,6.649918758157476358e-03,5.923402275875946574e-03,7.997510370369567689e-03,-5.181887502666008248e-03,-3.248055933656010270e-03,-4.549861068318704956e-04,3.889491467516505781e-04,-3.976004073042595623e-04
9.599999999999999645e-01,5.753619978322070672e-03,3.274917587642944741e-03,9.991399309125353553e-03,6.669807223997819244e-03,6.654864832429629486e-03,5.920504779341479416e-03,7.611564982301416774e-03,-4.902088605045289670e-03,-3.130163283345720193e-03,-8.739265147537221990e-04,6.018638330315613820e-04,-1.810304060164617096e-04
9.699999999999999734e-01,5.827041780506006866e-03,3.227734877333921990e-03,9.961117685093428403e-03,6.659153170073360030e-03,6.661915770854497446e-03,5.919737898053621487e-03,7.059954177101667762e-03,-4.526508283596812100e-03,-2.917238406206432155e-03,-1.237591190854968239e-03,8.001030866444569425e-04,2.071471497203320258e-05
9.799999999999999822e-01,5.894466849204007576e-03,3.184589557053693360e-03,9.933253876568041638e-03,6.645283703443473702e-03,6.670779332022994980e-03,5.920828928625636832e-03,6.415294223250266568e-03,-4.096824259415578207e-03,-2.649173271852976221e-03,-1.515954122263755673e-03,9.633288692462732171e-04,1.888072114216364473e-04
9.899999999999999911e-01,5.955401905485314257e-03,3.145780615311412429e-03,9.908129245501195656e-03,6.629174916577135201e-03,6.681021321771258605e-03,5.923366726310341085e-03,5.751239639031149181e-03,-3.654412081993321532e-03,-2.365734455098805408e-03,-1.689626471999010034e-03,1.077629901904820012e-03,3.101322298535111343e-04
1.000000000000000000e+00,6.009811746775016277e-03,3.111337834123402337e-03,9.885797998896446448e-03,6.611912173358574195e-03,6.692120001499744092e-03,5.926838617279698955e-03,5.141211711871873646e-03,-3.239949834387665512e-03,-2.105883523601319220e-03,-1.746432218790940679e-03,1.133266958110575214e-03,3.759194600887690615e-04
1.010000000000000009e+00,6.058482481770546650e-03,3.080837677735681710e-03,9.865876489212823883e-03,6.594611303640409913e-03,6.703491629748334867e-03,5.930692505799586671e-03,4.644560964938348677e-03,-2.887310484573113976e-03,-1.903398104162277700e-03,-1.690252373439726351e-03,1.127701206528813633e-03,3.841572638598687839e-04
1.020000000000000018e+00,6.103016468664279430e-03,3.053406901683942617e-03,9.847543354750720387e-03,6.578361905908569965e-03,6.714518230392233986e-03,5.934364464508895889e-03,4.302986398933681192e-03,-2.621374075501253786e-03,-1.784687160791074761e-03,-1.541367203483222977e-03,1.066269925272017322e-03,3.400625897409228419e-04
1.030000000000000027e+00,6.145079943773452957e-03,3.028119255540407968e-03,9.829898720467161732e-03,6.563968121129873379e-03,6.724702706772884078e-03,5.937386446884121080e-03,4.140003134481032819e-03,-2.454176907187353204e-03,-1.761975372518350194e-03,-1.322223343876152571e-03,9.604160382502087336e-04,2.538648385770137308e-04
1.040000000000000036e+00,6.186463101415825942e-03,3.003980650950762755e-03,9.811972183379790921e-03,6.552046667991690346e-03,6.733645635622695878e-03,5.939365455859062573e-03,4.164777507793596817e-03,-2.388342668445699295e-03,-1.837733820899508990e-03,-1.058609631784514313e-03,8.258061062412763026e-04,1.397869060649603167e-04
1.050000000000000044e+00,6.228940019807824302e-03,2.980042200445381234e-03,9.792838479588511155e-03,6.542881668505146596e-03,6.741153173741291915e-03,5.940110419184910923e-03,4.361833384217769435e-03,-2.414037819352263942e-03,-2.003068503875752530e-03,-7.803547762195819134e-04,6.796950886257519366e-04,1.368069250962626734e-05
1.060000000000000053e+00,6.274089327959365449e-03,2.955489652535402828e-03,9.771698790585835181e-03,6.536408968779312476e-03,6.747241988501532541e-03,5.939634217236140594e-03,4.694166185034995623e-03,-2.510182736520582929e-03,-2.238371768108010640e-03,-5.177045942818074824e-04,5.398019728541851407e-04,-1.082048353495903317e-04
1.070000000000000062e+00,6.323073124055457114e-03,2.929724751839220959e-03,9.747955739958626478e-03,6.532374128419063224e-03,6.752038797876541015e-03,5.938031154400683943e-03,5.121336074890719264e-03,-2.652794641367771811e-03,-2.520249776969531261e-03,-2.944490876050555469e-04,4.221199265152755136e-04,-2.110371642660539577e-04
1.080000000000000071e+00,6.376672683157201711e-03,2.902369137005200717e-03,9.721225191380645711e-03,6.530316442717403087e-03,6.755804218414429574e-03,5.935521146646760733e-03,5.594788197401703335e-03,-2.814846392286444836e-03,-2.822830537572044302e-03,-1.305182793040073714e-04,3.389144701492255419e-04,-2.827320743884122081e-04
1.090000000000000080e+00,6.435020973996299042e-03,2.873406574928885539e-03,9.691468855290241366e-03,6.529560518116392896e-03,6.758927613273594745e-03,5.932470260789591762e-03,6.061873936715463616e-03,-2.969115205020913043e-03,-3.120584004571831660e-03,-3.732528918733468194e-05,2.956527444169170329e-04,-3.172275062575218561e-04
1.100000000000000089e+00,6.497725277827717631e-03,2.843089514253132298e-03,9.658900468923724281e-03,6.529363618712043238e-03,6.761821533272715373e-03,5.929283509365982155e-03,6.475525584360373663e-03,-3.092511405937851954e-03,-3.391858575990476000e-03,-1.794383991569368790e-05,2.922006274173665971e-04,-3.136504098414432881e-04
1.110000000000000098e+00,6.564130671132584020e-03,2.811778549923868616e-03,9.623835051196891199e-03,6.528981568986453113e-03,6.764885112836365247e-03,5.926328564952000784e-03,6.795886714474307956e-03,-3.164942610352157720e-03,-3.617148330572899501e-03,-7.004299914760387736e-05,3.264646354476359136e-04,-2.725204214569333715e-04
1.120000000000000107e+00,6.633239856840798809e-03,2.780003724474979648e-03,9.586752773513408307e-03,6.527742254911793503e-03,6.768463791737090555e-03,5.923946198477729290e-03,6.994756066014532793e-03,-3.173326783416461662e-03,-3.783735934836840627e-03,-1.844385577496373131e-04,3.917103634864137402e-04,-1.987638316370995658e-04
1.130000000000000115e+00,6.703703185169327880e-03,2.748465079664812790e-03,9.548298109351956511e-03,6.525124413808391401e-03,6.772793994830631110e-03,5.922415630219645018e-03,7.061114109508612527e-03,-3.114984293490381199e-03,-3.888990268306871233e-03,-3.442948905906825069e-04,4.757373067020397440e-04,-1.028377071102264833e-04
1.140000000000000124e+00,6.774134142289878029e-03,2.717854759970825002e-03,9.509111663169787093e-03,6.520789245700838940e-03,6.777988378993800300e-03,5.921907805196838584e-03,6.999238831080928543e-03,-2.994454132339617256e-03,-3.936501644700692373e-03,-5.292913481255434593e-04,5.659350392938971783e-04,3.592694373522997264e-06
1.150000000000000133e+00,6.843336322264613643e-03,2.688743899593007674e-03,9.469729781668151727e-03,6.514553095574733207e-03,6.784081201324039870e-03,5.922481536432983376e-03,6.823204828478341734e-03,-2.819220519171264892e-03,-3.931756117213329980e-03,-7.192505572053687051e-04,6.524548130986880003e-04,1.112276822632789512e-04
1.159999999999999920e+00,6.910278564890411958e-03,2.661618749567667194e-03,9.430621590141208613e-03,6.506439285867461793e-03,6.791000069886058907e-03,5.924107531984244487e-03,6.557607985180149285e-03,-2.602686842187496713e-03,-3.886397756226282751e-03,-8.947958492050489326e-04,7.252027021463703293e-04,2.102712707164560812e-04
1.169999999999999929e+00,6.974284621635663817e-03,2.636777009421762720e-03,9.392089392850057339e-03,6.496721088548676644e-03,6.798535834467441842e-03,5.926642153399800002e-03,6.237253286928333418e-03,-2.363400204649770096e-03,-3.817326097626895509e-03,-1.040085532236221513e-03,7.762478369725668657e-04,2.921528658469092570e-04
1.179999999999999938e+00,7.035031662789651904e-03,2.614332524679380699e-03,9.354265536802481434e-03,6.485774650774993495e-03,6.806435967243102021e-03,5.929882152219793229e-03,5.897313814522097720e-03,-2.119309629908777692e-03,-3.740959729240440901e-03,-1.144192039621385205e-03,8.011150508241994799e-04,3.512542655406847725e-04
1.189999999999999947e+00,7.092385634162914551e-03,2.594299348444119475e-03,9.317194711358806058e-03,6.474030415390595594e-03,6.814442508906713193e-03,5.933576861281474393e-03,5.573211542752337655e-03,-1.888011180908247787e-03,-3.673421167265026547e-03,-1.198625366442891693e-03,7.967161450492073931e-04,3.839300221227349508e-04
1.199999999999999956e+00,7.146603506796966009e-03,2.576502192602416700e-03,9.280741981677078506e-03,6.461968849994956590e-03,6.822279431639838125e-03,5.937466642586440406e-03,5.294949737424510527e-03,-1.684101608648915036e-03,-3.628629814547371796e-03,-1.201753069384184662e-03,7.635125175061056131e-04,3.896564476797608270e-04
1.209999999999999964e+00,7.198373788543938577e-03,2.560558289780240273e-03,9.244573326923260018e-03,6.450104642665440736e-03,6.829659733570662625e-03,5.941294759366386354e-03,5.085057491212093168e-03,-1.518053817206631469e-03,-3.617285595191693272e-03,-1.159787661581005921e-03,7.061455260001834417e-04,3.714769206533127333e-04
1.219999999999999973e+00,7.248505916635218822e-03,2.546037072278376986e-03,9.208300684600739805e-03,6.438848527008753965e-03,6.836368483747874876e-03,5.944856615258225542e-03,4.955942801758110063e-03,-1.394765120116584715e-03,-3.644599105112999136e-03,-1.082305374848987990e-03,6.314950366645037194e-04,3.345109507340239454e-04
1.229999999999999982e+00,7.297797194129975080e-03,2.532518470333800648e-03,9.171547033440074007e-03,6.428515787545938283e-03,6.842271224228636990e-03,5.947972873091979945e-03,4.914241118141393985e-03,-1.315466429045647262e-03,-3.711870324661364125e-03,-9.792106496014823039e-04,5.470942607671105181e-04,2.853642772593841534e-04
1.239999999999999991e+00,7.347084959501204438e-03,2.519584890892618417e-03,9.133932702446570517e-03,6.419316595398136607e-03,6.847302614836518059e-03,5.950541235635753261e-03,4.957168881781318613e-03,-1.276823818229389906e-03,-3.816500258348447250e-03,-8.628148952971980822e-04,4.610831223290515007e-04,2.314638109718138213e-04
